"X","newMark","accode","schemerefno","monthly","monthly_ab_consumed","no_of_transactions","monthly_per_ab_del","monthly_ab_del","monthly_per_ab_id","monthly_ab_id","monthly_per_ab_opt","monthly_ab_opt","monthly_per_ab_fut","monthly_ab_fut","Mark","mark10","mark25","mark50","mark75","mark100","mark10t","mark25t","mark50t","mark75t","mark100t","no_of_schemes","tenure","behavioural"
"548",0,"12600128",70835,"2016-02",19.7899,1,100,19.7899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4323,"Ultra_Delivery"
"549",0,"12600128",70835,"2016-03",29.5506,3,100,29.5506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4352,"Ultra_Delivery"
"550",0,"12600128",70835,"2016-04",151.2264,4,100,151.2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4383,"Ultra_Delivery"
"551",0,"12600128",70835,"2016-05",594.8262,8,99.8619092434059,594.0048,0.138090756594111,0.8214,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,1,4413,"Ultra_Delivery"
"552",0,"12600128",70835,"2016-06",238.6854,7,100,238.6854,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,1,4444,"Ultra_Delivery"
"553",0,"12600128",70835,"2016-07",293.6284,5,100,293.6284,0,0,0,0,0,0,0,1,1,0,0,0,13,26,0,0,0,1,4474,"Ultra_Delivery"
"554",0,"12600128",70835,"2016-08",283.722842857143,4,98.6673866180975,279.941914285714,1.33261338190253,3.78092857142857,0,0,0,0,0,1,1,0,0,0,13,26,0,0,0,1,4505,"Ultra_Delivery"
"555",0,"12600128",70835,"2016-09",242.0424,12,100,242.0424,0,0,0,0,0,0,0,1,1,0,0,0,13,26,0,0,0,1,4536,"Ultra_Delivery"
"556",0,"12600128",70835,"2016-10",269.7307,11,100,269.7307,0,0,0,0,0,0,0,1,1,0,0,0,13,26,0,0,0,1,4566,"Ultra_Delivery"
"557",1,"12600128",70835,"2016-11",334.3394,9,100,334.3394,0,0,0,0,0,0,1,1,1,0,0,0,13,26,0,0,0,1,4597,"Ultra_Delivery"
"558",1,"12600128",70835,"2016-12",50.1244,4,100,50.1244,0,0,0,0,0,0,0,1,1,1,0,0,13,26,67,0,0,1,4627,"Ultra_Delivery"
"559",1,"12600128",70835,"2017-01",256.0096,5,100,256.0096,0,0,0,0,0,0,0,1,1,1,0,0,13,26,67,0,0,1,4658,"Ultra_Delivery"
"560",1,"12600128",70835,"2017-02",2213.9668,10,21.2779206987205,471.0861,0,0,0,0,0,0,0,1,1,1,1,0,13,26,67,83,0,1,4689,"Ultra_Delivery"
"561",0,"12600128",90378,"2017-02",35.7153,1,100,35.7153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4689,"Ultra_Delivery"
"562",0,"12600128",90378,"2017-03",350.74544,7,100,350.74544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4717,"Ultra_Delivery"
"563",0,"12600128",90378,"2017-04",150.9328,6,100,150.9328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4748,"Ultra_Delivery"
"564",0,"12600128",90378,"2017-05",527.8599,15,100,527.8599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4778,"Ultra_Delivery"
"565",0,"12600128",90378,"2017-06",102.9342,2,100,102.9342,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,2,4809,"Ultra_Delivery"
"566",0,"12600271",77189,"2016-07",75379.5923462857,8,2.44236074264109,1841.04157142857,0.269203688347012,202.924642857143,66.9809936992686,50490,33.960654207838,25599.4027,0,1,1,1,1,0,3,5,6,8,0,1,4146,"Ultra_Fno"
"567",0,"12600271",77734,"2016-07",50000.00005,6,3.04187814695812,1520.939075,0.719218549280781,359.609275,78.2999999217,39150,29.3078039706922,14653.902,0,1,1,1,1,1,1,2,4,4,6,2,4146,"Ultra_Fno"
"568",0,"12600271",78387,"2016-07",49999.999975,3,0,0,0,0,125.02000006251,62510,41.4167880707084,20708.394025,0,1,1,1,1,0,1,1,2,3,0,3,4146,"Ultra_Fno"
"569",1,"12600271",78566,"2016-07",29282.4748214286,2,0,0,0,0,87.176457854402,25527.4243214286,12.8235421455979,3755.0505,1,1,1,1,1,0,1,1,2,5,0,4,4146,"Ultra_Fno"
"570",1,"12600271",78566,"2016-08",11499.95268,5,0,0,1.73429652755754,199.44328,72.6089944224014,8350,59.8890899088465,6887.217,0,1,1,1,1,0,1,1,2,5,0,4,4177,"Ultra_Fno"
"571",0,"12600271",82990,"2016-10",29492.674,3,0,0,0,0,63.1682295067582,18630,36.8317704932418,10862.674,0,1,1,1,1,0,2,3,3,4,0,5,4238,"Ultra_Fno"
"572",1,"12600271",82990,"2016-11",20507.326,4,6.07094069699775,1244.9876,0,0,60.1248548933196,12330,46.1775562547745,9469.782,1,1,1,1,1,0,2,3,3,4,0,5,4269,"Ultra_Fno"
"573",0,"12600271",102497,"2017-06",635.094,3,26.635427196604,169.16,0,0,47.2371019093237,300,26.1274708940724,165.934,0,0,0,0,0,0,0,0,0,0,0,6,4481,"Ultra_Fno"
"574",0,"12600498",69372,"2016-01",10045.0636,9,2.87766819117004,289.0636,0,0,97.12233180883,9756,0,0,0,1,0,0,0,0,8,0,0,0,0,1,2960,"Ultra_Fno"
"575",0,"12600498",69372,"2016-02",28934.09843,17,4.95006431067844,1432.25648,0.061944905742826,17.9232,26.8126550366477,7758,2.88638680766387,835.15,0,1,0,0,0,0,8,0,0,0,0,1,2991,"Ultra_Fno"
"576",0,"12600498",69372,"2016-03",11020.83794,12,15.6680485585654,1726.75024,0,0,39.6884522194507,4374,0.991122459060495,109.23,0,1,1,1,1,0,8,14,18,19,0,1,3020,"Ultra_Fno"
"577",0,"12600498",71700,"2016-03",1994.66991111111,4,0,0,0,0,46.4603143582231,926.72991111111,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3020,"Ultra_Fno"
"578",0,"12600498",71700,"2016-04",2585.368,12,3.14725021737718,81.368,0,0,96.8527497826228,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3051,"Ultra_Fno"
"579",0,"12600498",71700,"2016-05",3574.931888,16,14.0682928726054,502.931888,0,0,85.9317071273946,3072,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3081,"Ultra_Fno"
"580",0,"12600498",71700,"2016-06",4270.1356,17,6.51837847959676,278.3436,0,0,80.1848072459338,3424,1.5875842443973,67.792,0,1,0,0,0,0,41,0,0,0,0,2,3112,"Ultra_Fno"
"581",0,"12600498",71700,"2016-07",2258.5032,14,14.6337273287901,330.5032,0,0,85.3662726712098,1928,0,0,0,1,0,0,0,0,41,0,0,0,0,2,3142,"Ultra_Fno"
"582",0,"12600498",71700,"2016-08",10903.53,20,0.743979243419333,81.12,0,0,51.5796260477112,5624,0,0,0,1,0,0,0,0,41,0,0,0,0,2,3173,"Ultra_Fno"
"583",0,"12600498",71700,"2016-09",14624.070184,20,7.40389077990492,1082.750184,0,0,49.9997600394448,7312,0,0,0,1,1,0,0,0,41,82,0,0,0,2,3204,"Ultra_Fno"
"584",0,"12600498",71700,"2016-10",33403.99204,19,2.79006185513389,931.99204,0,0,96.6112073112565,32272,0,0,0,1,1,1,0,0,41,82,112,0,0,2,3234,"Ultra_Fno"
"585",0,"12600498",71700,"2016-11",27272.799132,5,1.63324208066844,445.430832,0,0,81.722451341083,22288,0,0,0,1,1,1,1,1,41,82,112,120,127,2,3265,"Ultra_Fno"
"586",0,"12700157",71558,"2016-03",194.8975,2,100,194.8975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4135,"Ultra_Delivery"
"587",0,"12700157",71558,"2016-04",98.7,1,100,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4166,"Ultra_Delivery"
"588",0,"12700157",71558,"2016-06",744.33415,5,100,744.33415,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,4227,"Ultra_Delivery"
"589",1,"12700157",71558,"2016-07",830.354525,3,100,830.354525,0,0,0,0,0,0,1,1,1,1,0,0,-1,6,10,0,0,1,4257,"Ultra_Delivery"
"590",1,"12700157",71558,"2016-09",475.802635,2,83.8167384255869,398.80225,16.1832615744131,77.000385,0,0,0,0,0,1,1,1,1,0,3,6,10,11,0,1,4319,"Ultra_Delivery"
"591",1,"12700157",71558,"2016-10",155.9111,1,258.673564614707,403.3008,0,0,0,0,0,0,0,1,1,1,1,0,-1,6,10,-1,0,1,4349,"Ultra_Delivery"
"592",0,"12700157",81469,"2016-10",1848.27554285714,6,100,1848.27554285714,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,4349,"Ultra_Delivery"
"593",0,"12700157",81469,"2016-12",799.429,5,98.2137250462518,785.149,1.78627495374824,14.28,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,4410,"Ultra_Delivery"
"594",0,"12700157",81469,"2017-01",318.441,3,95.3771656287978,303.72,4.6228343712022,14.721,0,0,0,0,0,1,1,0,0,0,4,8,0,0,0,2,4441,"Ultra_Delivery"
"595",1,"12700355",69022,"2015-12",15000.00003,2,4.01533332530267,602.3,0.306543532720246,45.98153,293.333332746667,44000,0,0,1,1,1,1,1,1,1,1,2,2,2,1,2015,"Ultra_Fno"
"596",0,"12700355",97871,"2017-05",2220,2,0,0,0,0,100,2220,0,0,0,1,1,1,1,0,1,3,6,7,0,2,2532,"Ultra_Fno"
"597",0,"12700355",97871,"2017-06",4800,5,0,0,0,0,100,4800,0,0,0,1,1,1,1,0,1,3,6,7,0,2,2563,"Ultra_Fno"
"598",0,"12800069",90702,"2017-02",16.76,1,0,0,100,16.76,0,0,0,0,0,1,1,0,0,0,2,5,0,0,0,1,4436,"Ultra_Delivery"
"599",1,"12800069",90702,"2017-03",10404.4881,8,100,10404.4881,0,0,0,0,0,0,1,1,1,0,0,0,2,5,0,0,0,1,4464,"Ultra_Delivery"
"600",1,"12800069",90702,"2017-04",5622.78704,6,99.944646667607,5619.67464,0.0553533323929693,3.1124,0,0,0,0,0,1,1,1,0,0,2,5,14,0,0,1,4495,"Ultra_Delivery"
"601",1,"12800069",90702,"2017-05",11658.13858,16,98.2755394558022,11457.09858,1.72446054419779,201.04,0,0,0,0,0,1,1,1,1,0,2,5,14,20,0,1,4525,"Ultra_Delivery"
"602",1,"12800069",90702,"2017-06",2297.82642,4,184.273824303926,4234.29262,0,0,0,0,0,0,0,1,1,1,1,1,2,5,14,20,35,1,4556,"Ultra_Delivery"
"603",0,"12800069",102496,"2017-06",3938.926375,2,100,3938.926375,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,4556,"Ultra_Delivery"
"604",0,"12900018",63711,"2015-06",149.694375,3,86.7869116658525,129.915125,13.2130883341475,19.77925,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,1,4078,"Ultra_Delivery"
"605",0,"12900018",63711,"2015-07",4698.14866092097,21,64.4433768273786,3027.64564546774,2.35205446716461,110.503015453226,33.2045687054568,1560,0,0,0,1,0,0,0,0,9,0,0,0,0,1,4108,"Ultra_Delivery"
"606",0,"12900018",63711,"2015-08",3442.91078190209,19,55.8769210958029,1923.79254100232,2.29800438964781,79.1182408997678,41.8250745145493,1440,0,0,0,1,1,0,0,0,9,35,0,0,0,1,4139,"Ultra_Delivery"
"607",0,"12900018",63711,"2015-09",2007.67540292659,15,93.4723695852754,1876.62177269621,6.52763041472453,131.053630230379,0,0,0,0,0,1,1,0,0,0,9,35,0,0,0,1,4170,"Ultra_Delivery"
"608",0,"12900018",63711,"2015-10",344.652559285714,12,95.2144377249583,328.158996428571,4.78556227504169,16.4935628571429,0,0,0,0,0,1,1,0,0,0,9,35,0,0,0,1,4200,"Ultra_Delivery"
"609",0,"12900018",63711,"2015-11",23.38839,2,92.3134298684091,21.590625,7.68657013159093,1.797765,0,0,0,0,0,1,1,0,0,0,9,35,0,0,0,1,4231,"Ultra_Delivery"
"610",0,"12900018",63711,"2015-12",55.8676486764706,2,97.0550037704526,54.2223485294118,2.94499622954736,1.64530014705882,0,0,0,0,0,1,1,0,0,0,9,35,0,0,0,1,4261,"Ultra_Delivery"
"611",1,"12900018",63711,"2016-04",819.014998714286,12,95.8482323038971,785.011398571429,4.15176769610288,34.0036001428571,0,0,0,0,1,1,1,1,0,0,9,35,79,0,0,1,4383,"Ultra_Delivery"
"612",1,"12900018",63711,"2016-05",704.122090961538,11,96.8952029206283,682.260528846154,3.10479707937167,21.8615621153846,0,0,0,0,0,1,1,1,0,0,9,-1,79,0,0,1,4413,"Ultra_Delivery"
"613",1,"12900018",63711,"2016-06",9684.344891,8,5.49550688239734,532.20384,0.354854679245644,34.365351,0,0,0,0,0,1,1,1,0,0,9,35,79,0,0,1,4444,"Ultra_Delivery"
"614",0,"12900018",78715,"2016-07",17.8131714285714,1,67.7049967840811,12.0604071428571,32.2950032159189,5.75276428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4474,"Ultra_Delivery"
"615",0,"12900018",78715,"2016-08",957.942769857069,15,97.614721456416,935.093166507854,2.38527854358396,22.8496033492146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4505,"Ultra_Delivery"
"616",0,"12900018",78715,"2016-09",1582.55999053571,21,94.8908199105232,1501.70415059524,5.10918008947677,80.8558399404762,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,2,4536,"Ultra_Delivery"
"617",0,"12900018",78715,"2016-10",393.92235,9,95.5939286003955,376.56585,4.40607139960452,17.3565,0,0,0,0,0,1,1,0,0,0,17,37,0,0,0,2,4566,"Ultra_Delivery"
"618",0,"12900018",78715,"2016-11",850.094891916354,16,91.2116476711087,775.385557684837,8.78835232889124,74.7093342315163,0,0,0,0,0,1,1,0,0,0,17,37,0,0,0,2,4597,"Ultra_Delivery"
"619",0,"12900018",78715,"2016-12",995.868814928571,10,96.9129073704432,965.125422142857,3.08709262955677,30.7433927857143,0,0,0,0,0,1,1,0,0,0,17,37,0,0,0,2,4627,"Ultra_Delivery"
"620",0,"12900018",78715,"2017-01",80.2566375,7,99.3073314341135,79.700725,0.692668565886529,0.5559125,0,0,0,0,0,1,1,0,0,0,17,37,0,0,0,2,4658,"Ultra_Delivery"
"621",0,"12900018",78715,"2017-02",220.623321469509,8,91.3955188723931,201.639829410565,8.60448112760694,18.9834920589435,0,0,0,0,0,1,1,1,0,0,17,37,83,0,0,2,4689,"Ultra_Delivery"
"622",0,"12900018",78715,"2017-03",1196.94875103144,19,97.9413107353412,1172.30729559049,2.05868926465877,24.6414554409515,0,0,0,0,0,1,1,1,0,0,17,37,83,0,0,2,4717,"Ultra_Delivery"
"623",0,"12900018",78715,"2017-04",702.42084,7,97.5640282350772,685.310066666667,2.43597176492277,17.1107733333333,0,0,0,0,0,1,1,1,1,0,17,37,83,108,0,2,4748,"Ultra_Delivery"
"624",0,"12900018",78715,"2017-05",1869.48671033629,15,47.5383522780737,888.723178151438,1.62354896758781,30.3520321848562,0,0,50.8380987543386,950.4115,0,1,1,1,1,0,17,37,83,108,0,2,4778,"Ultra_Delivery"
"625",0,"12900018",78715,"2017-06",989.84916425,5,34.8786372344171,345.245899166667,4.43060080942361,43.8562650833333,0,0,60.6907619561593,600.747,0,1,1,1,1,0,17,37,83,108,0,2,4809,"Ultra_Delivery"
"626",1,"13000626",63291,"2015-06",10000.0000864264,21,97.0216296773258,9702.16305158486,7.21983708601671,721.983714841514,0,0,0,0,1,1,1,1,1,1,2,5,10,15,21,1,3087,"Ultra_Delivery"
"627",1,"13000626",75520,"2016-06",7985.02661164642,22,91.0493064412283,7270.31134905158,8.95069355877169,714.715262594842,0,0,0,0,1,1,1,1,1,0,3,8,14,19,0,2,3453,"Ultra_Delivery"
"628",1,"13000626",75520,"2016-07",1471.95246642771,5,129.960870242112,1912.96223491968,8.97065645934137,132.043799008032,0,0,0,0,0,1,1,1,1,0,3,8,14,19,0,2,3483,"Ultra_Delivery"
"629",0,"13000626",77024,"2016-07",8982.02428983695,15,93.4540917325403,8394.06921926328,6.54590826745966,587.955070573672,0,0,0,0,0,1,1,1,1,0,2,5,9,12,0,3,3483,"Ultra_Delivery"
"630",0,"13000626",77024,"2016-08",1017.97566875,2,96.7325465361226,984.7137875,9.40126755362589,95.70261625,0,0,0,0,0,1,1,1,1,0,2,5,9,12,0,3,3514,"Ultra_Delivery"
"631",0,"13000626",78347,"2016-08",11024.265543966,22,93.1920411427918,10273.7380814234,7.10817651509278,783.624254357658,0,0,0,0,0,1,1,1,1,1,3,5,10,14,20,4,3514,"Ultra_Delivery"
"632",1,"13000626",79613,"2016-08",338.782391815069,2,92.7123907212908,314.093254794521,7.28760927870921,24.6891370205479,0,0,0,0,1,1,1,1,1,1,5,8,11,13,20,5,3514,"Ultra_Delivery"
"633",1,"13000626",79613,"2016-09",12064.4282805522,22,96.0868402410766,11592.3279279335,5.09605526187859,614.809932206651,0,0,0,0,0,1,1,1,1,1,5,8,11,13,20,5,3545,"Ultra_Delivery"
"634",1,"13000626",80237,"2016-09",686.871370837911,2,87.0844424595976,598.15810370879,12.9155575404024,88.7132671291209,0,0,0,0,1,1,1,1,1,0,3,8,13,15,0,6,3545,"Ultra_Delivery"
"635",1,"13000626",80237,"2016-10",9881.1137650288,19,94.5418618786902,9341.78892780978,5.45813812130975,539.324837219022,0,0,0,0,0,1,1,1,1,0,3,8,13,15,0,6,3575,"Ultra_Delivery"
"636",1,"13000626",80237,"2016-11",432.014850000001,2,192.081458542455,829.820425,12.3731018736971,53.4536375,0,0,0,0,0,1,1,1,1,0,3,8,13,15,0,6,3606,"Ultra_Delivery"
"637",1,"13000626",81521,"2016-11",7730.29202992838,20,92.9619972798578,7186.23386658709,7.03800272014215,544.058163341291,0,0,0,0,1,1,1,1,1,0,3,6,14,21,0,7,3606,"Ultra_Delivery"
"638",1,"13000626",81521,"2016-12",4269.70772102941,18,99.5535935551911,4250.64747058823,5.6250308249032,240.172375441176,0,0,0,0,0,1,1,1,1,0,3,6,14,21,0,7,3636,"Ultra_Delivery"
"639",1,"13000626",83279,"2016-12",1235.53784053571,5,93.9290008653543,1160.52834892857,6.07099913464566,75.0094916071428,0,0,0,0,1,1,1,1,1,0,5,11,18,21,0,8,3636,"Ultra_Delivery"
"640",1,"13000626",83279,"2017-01",8273.28130154221,21,95.0637066016188,7864.88786282468,4.93629339838118,408.393438717532,0,0,0,0,1,1,1,1,1,0,5,11,18,21,0,8,3667,"Ultra_Delivery"
"641",1,"13000626",83279,"2017-02",491.180899999999,1,100.382429118291,493.059318785084,8.56407142897691,42.0650831214916,0,0,0,0,0,1,1,1,1,1,5,11,18,21,27,8,3698,"Ultra_Delivery"
"642",0,"13000626",84921,"2017-02",4290.64429930523,10,102.883501926598,4414.36511033914,8.35764197521927,358.596688966086,0,0,0,0,0,1,1,1,1,0,3,4,6,8,0,9,3698,"Ultra_Delivery"
"643",0,"13000626",86484,"2017-02",3721.34010706246,8,95.167744171676,3541.51543284717,4.83225582832396,179.824674215283,0,0,0,0,0,1,1,1,1,0,2,3,6,7,0,10,3698,"Ultra_Delivery"
"644",0,"13000626",86484,"2017-03",1278.6598325,3,104.037156027579,1330.281325,7.84418224070552,100.3004075,0,0,0,0,0,1,1,1,1,0,2,3,6,7,0,10,3726,"Ultra_Delivery"
"645",0,"13000626",88781,"2017-03",9371.10400788961,19,94.2901791293082,8836.0307554329,5.70982087069173,535.07325245671,0,0,0,0,0,1,1,1,1,0,3,6,12,14,0,11,3726,"Ultra_Delivery"
"646",0,"13000626",88781,"2017-04",246.8138,1,127.557201015502,314.828775,5.35393786733157,13.2142575,0,0,0,0,0,1,1,1,1,0,3,6,12,14,0,11,3757,"Ultra_Delivery"
"647",0,"13000626",90304,"2017-04",9999.99999388501,17,95.1587529688548,9515.87529106652,6.95700083818768,695.700083393348,0,0,0,0,0,1,1,1,1,0,3,6,9,11,0,12,3757,"Ultra_Delivery"
"648",1,"13000999",85045,"2016-11",186.05025,1,0,0,0,0,0,0,100,186.05025,1,1,1,1,1,1,2,2,2,2,4,1,3340,"Ultra_Fno"
"649",1,"13000999",85045,"2016-12",4813.9498,3,0,0,0,0,99.71022132387,4800,3.80223117407664,183.0375,0,1,1,1,1,1,2,2,2,2,4,1,3370,"Ultra_Fno"
"650",0,"13000999",86477,"2016-12",10000,2,0,0,1.1301279,113.01279,97,9700,8.036175,803.6175,0,1,1,1,1,1,1,1,1,2,2,2,3370,"Ultra_Fno"
"651",1,"13000999",86888,"2016-12",2956.89639,1,1.10386011868343,32.64,3.48011483757129,102.90339,55.8017523231512,1650,39.614272720594,1171.353,1,1,1,1,1,0,1,1,2,3,0,3,3370,"Ultra_Fno"
"652",1,"13000999",86888,"2017-01",7043.1036,2,11.9905362865476,844.505892857143,3.2121593485333,226.235710714286,163.280290240229,11500,32.0572737280196,2257.827,0,1,1,1,1,0,1,1,2,3,0,3,3401,"Ultra_Fno"
"653",0,"13000999",87113,"2017-01",10000.0000035714,2,13.7584604950863,1375.84605,0,0,109.85464999648,10985.4650035714,5.47445999804484,547.446,0,1,1,1,1,1,1,1,1,1,2,4,3401,"Ultra_Fno"
"654",0,"13000999",87338,"2017-01",4999.99998,4,10.8660270434641,543.30135,4.94695891978784,247.347945,37.000000148,1850,91.7354403669417,4586.772,0,1,1,1,1,0,1,1,2,3,0,5,3401,"Ultra_Fno"
"655",0,"13000999",88106,"2017-01",9999.99996,6,1.649000006596,164.9,1.54838360619353,154.83836,73.000000292,7300,25.4288276017153,2542.88275,0,1,1,1,1,0,2,2,3,4,0,6,3401,"Ultra_Fno"
"656",0,"13000999",89075,"2017-02",5000,1,3.288,164.4,1.85232,92.616,102,5100,18.693195,934.65975,0,1,1,1,1,1,1,1,1,1,1,7,3432,"Ultra_Fno"
"657",0,"13000999",89163,"2017-02",7679.06449,11,0,0,0.487141240299702,37.40789,58.600888244396,4500,41.3889804433717,3178.2865,0,1,1,1,1,0,1,2,3,7,0,8,3432,"Ultra_Fno"
"658",0,"13000999",90219,"2017-02",901.50594,2,0,0,4.35272118118268,39.24004,44.3702012656733,400,51.277077553144,462.2659,0,1,1,1,1,0,3,4,6,6,0,9,3432,"Ultra_Fno"
"659",0,"13000999",90219,"2017-03",9098.49405,5,34.0727947170554,3100.1112,3.66945296842833,333.86496,39.5669874620625,3600,31.2898457080378,2846.90475,0,1,1,1,1,0,3,4,6,6,0,9,3460,"Ultra_Fno"
"660",0,"13000999",93722,"2017-03",5752.00675,2,0,0,1.32487240214035,76.20675,86.9261845007397,5000,11.74894309712,675.8,0,1,1,1,1,0,1,1,1,5,0,10,3460,"Ultra_Fno"
"661",0,"13000999",93722,"2017-04",2580.8175,9,23.3033137755769,601.416,0,0,0,0,76.6966862244231,1979.4015,0,1,1,1,1,0,1,1,1,5,0,10,3491,"Ultra_Fno"
"662",0,"13000999",93722,"2017-05",1667.1757,6,61.4457132502591,1024.408,0,0,0,0,42.5396375439013,709.2105,0,1,1,1,1,0,1,1,1,5,0,10,3521,"Ultra_Fno"
"663",0,"13001662",73789,"2016-04",20.5165,2,100,20.5165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2993,"Ultra_Delivery"
"664",0,"13001662",73789,"2016-05",130.9408,5,100,130.9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3023,"Ultra_Delivery"
"665",0,"13001662",73789,"2016-06",202.1827,6,100,202.1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3054,"Ultra_Delivery"
"666",1,"13001662",73789,"2016-07",340.2973,7,100,340.2973,0,0,0,0,0,0,1,1,0,0,0,0,14,0,0,0,0,1,3084,"Ultra_Delivery"
"667",1,"13001662",73789,"2016-08",2366.57806,18,99.3618566716536,2351.4759,0.638143328346414,15.10216,0,0,0,0,0,1,1,1,0,0,14,21,34,0,0,1,3115,"Ultra_Delivery"
"668",1,"13001662",73789,"2016-09",1594.036214,22,89.8223570722465,1431.8009,10.1776429277535,162.235314,0,0,0,0,0,1,1,1,1,0,14,21,34,40,0,1,3146,"Ultra_Delivery"
"669",1,"13001662",73789,"2016-10",475.3977,9,107.173930374505,509.5024,0,0,0,0,0,0,0,1,1,1,1,1,14,21,34,40,67,1,3176,"Ultra_Delivery"
"670",0,"13001662",81539,"2016-10",190.6747,5,100,190.6747,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,2,3176,"Ultra_Delivery"
"671",0,"13001662",81539,"2016-11",1216.829,17,98.7653565127064,1201.8055,1.23464348729361,15.0235,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,2,3207,"Ultra_Delivery"
"672",0,"13001662",81539,"2016-12",511.4365,9,100,511.4365,0,0,0,0,0,0,0,1,1,0,0,0,12,20,0,0,0,2,3237,"Ultra_Delivery"
"673",1,"13001662",81539,"2017-01",1263.3797,14,98.7620665426237,1247.7399,1.23793345737627,15.6398,0,0,0,0,1,1,1,1,0,0,12,20,38,0,0,2,3268,"Ultra_Delivery"
"674",1,"13001662",81539,"2017-02",1000.4259,17,99.8453458671951,998.8787,0.154654132804838,1.5472,0,0,0,0,0,1,1,1,1,0,12,20,38,53,0,2,3299,"Ultra_Delivery"
"675",1,"13001662",81539,"2017-03",881.561,19,100,881.561,0,0,0,0,0,0,0,1,1,1,1,0,12,20,38,53,0,2,3327,"Ultra_Delivery"
"676",1,"13001662",81539,"2017-04",233.6764,3,100.054733811374,233.8043,0,0,0,0,0,0,0,1,1,1,1,0,12,20,38,53,0,2,3358,"Ultra_Delivery"
"677",0,"13001662",93948,"2017-04",951.69748,10,98.4083303446385,936.549600000001,1.59166965536149,15.14788,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,3,3358,"Ultra_Delivery"
"678",0,"13001662",93948,"2017-05",886.43296,12,78.0106484307623,691.5121,21.9893515692377,194.92086,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,3,3388,"Ultra_Delivery"
"679",0,"13001662",93948,"2017-06",642.64321,5,67.410733243412,433.2105,32.589266756588,209.43271,0,0,0,0,0,1,1,0,0,0,6,13,0,0,0,3,3419,"Ultra_Delivery"
"680",0,"13001947",72295,"2016-03",1200,2,0,0,0,0,100,1200,0,0,0,1,1,1,1,0,2,8,12,13,0,1,2927,"Ultra_Fno"
"681",0,"13001947",72295,"2016-04",5025,13,0,0,0,0,100,5025,0,0,0,1,1,1,1,0,2,8,12,13,0,1,2958,"Ultra_Fno"
"682",0,"13001947",72295,"2016-05",1275,9,0,0,0,0,111.764705882353,1425,0,0,0,1,1,1,1,1,2,8,12,13,24,1,2988,"Ultra_Fno"
"683",0,"13001947",72502,"2016-05",600,6,0,0,0,0,100,600,0,0,0,1,0,0,0,0,3,0,0,0,0,2,2988,"Ultra_Fno"
"684",0,"13001947",72502,"2017-05",1900,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,2,3353,"Ultra_Fno"
"685",0,"13002452",70438,"2016-02",7556.3993575,11,8.22162177523583,621.258575,3.49768083971997,264.2987325,0,0,88.2806973850442,6670.84205,0,1,1,0,0,0,7,11,0,0,0,1,2788,"Ultra_Fno"
"686",0,"13002452",70438,"2016-03",5258.187865,19,5.03705852282248,264.858,2.9614649380733,155.71939,0,0,92.0014765391042,4837.610475,0,1,1,0,0,0,7,11,0,0,0,1,2817,"Ultra_Fno"
"687",0,"13002452",70438,"2016-04",2993.55739,17,8.26165888204335,247.3175,0.472968717663368,14.15859,0,0,91.2653724002933,2732.0813,0,1,1,0,0,0,7,11,0,0,0,1,2848,"Ultra_Fno"
